-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::matmul         1.26%      28.403ms        23.49%     528.424ms     151.672us       0.000us         0.00%        1.441s     413.540us      98.75 KB           0 B       1.84 GB           0 B          3484  
                                              aten::add         1.17%      26.411ms         1.86%      41.870ms      17.809us       5.353ms         0.39%       5.373ms       2.285us      98.75 KB      98.75 KB     391.21 MB     391.21 MB          2351  
                                              aten::bmm         1.15%      25.979ms         2.92%      65.799ms      84.358us      10.382ms         0.76%      10.903ms      13.979us           0 B           0 B     539.96 MB     539.96 MB           780  
                                         aten::_to_copy         1.01%      22.830ms        17.49%     393.485ms     108.848us       0.000us         0.00%      11.008ms       3.045us     159.00 KB           0 B       1.67 GB           0 B          3615  
                                           tokenization         0.91%      20.586ms         0.95%      21.438ms      21.438ms       0.000us         0.00%       3.552us       3.552us           0 B      -2.33 KB       3.00 KB           0 B             1  
                                    aten::empty_strided         0.89%      20.131ms         0.89%      20.131ms       5.552us       0.000us         0.00%       0.000us       0.000us     159.00 KB     159.00 KB       1.68 GB       1.68 GB          3626  
                                              aten::cat         0.77%      17.374ms         1.60%      35.920ms      24.945us       5.447ms         0.40%       5.479ms       3.805us           0 B           0 B     341.83 MB     341.83 MB          1440  
                                        aten::transpose         0.73%      16.486ms         1.01%      22.831ms       4.923us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4638  
                                   cudaGetSymbolAddress         0.68%      15.225ms         0.69%      15.442ms      15.442ms       0.000us         0.00%       4.480us       4.480us           0 B           0 B           0 B           0 B             1  
               aten::_scaled_dot_product_attention_math         0.64%      14.424ms        16.67%     375.028ms     976.635us       0.000us         0.00%      32.559ms      84.790us           0 B         -64 B     270.23 MB      -4.45 GB           384  
                                             aten::view         0.61%      13.802ms         0.61%      13.802ms       2.245us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          6147  
                                       aten::as_strided         0.55%      12.430ms         0.55%      12.430ms       1.203us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         10334  
                                              aten::pow         0.54%      12.257ms         2.24%      50.395ms      64.444us       1.461ms         0.11%       1.478ms       1.890us           0 B           0 B     490.17 MB     490.17 MB           782  
                                             aten::mean         0.52%      11.642ms         1.20%      27.102ms      34.658us       4.338ms         0.32%       4.394ms       5.619us           0 B           0 B     489.50 KB     489.50 KB           782  
                                          aten::reshape         0.43%       9.612ms         0.88%      19.701ms       4.220us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4668  
                                            aten::empty         0.42%       9.344ms         0.43%       9.665ms       5.279us       0.000us         0.00%       0.000us       0.000us     101.11 KB     101.11 KB       1.94 GB       1.94 GB          1831  
                                              aten::neg         0.41%       9.210ms         1.73%      38.919ms      50.676us       2.488ms         0.18%       2.612ms       3.401us           0 B           0 B      74.38 MB      74.38 MB           768  
                                                aten::t         0.37%       8.357ms         0.89%      20.099ms       7.436us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2703  
                     aten::scaled_dot_product_attention         0.37%       8.289ms        17.04%     383.317ms     998.220us       0.000us         0.00%      32.559ms      84.790us           0 B           0 B     120.66 MB    -149.58 MB           384  
                                           aten::expand         0.37%       8.261ms         0.46%      10.429ms       4.451us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2343  
                                           aten::linear         0.35%       7.872ms        20.59%     463.373ms     171.429us       0.000us         0.00%        1.430s     528.993us           0 B           0 B       1.31 GB           0 B          2703  
                                            aten::rsqrt         0.34%       7.620ms         1.30%      29.153ms      37.281us       1.724ms         0.13%       1.732ms       2.215us           0 B           0 B     489.50 KB     489.50 KB           782  
                                            aten::slice         0.34%       7.566ms         0.42%       9.438ms       5.947us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1587  
                                               aten::to         0.30%       6.802ms        17.79%     400.288ms      87.476us       0.000us         0.00%      11.008ms       2.406us     159.00 KB           0 B       1.67 GB           0 B          4576  
                                     aten::_unsafe_view         0.28%       6.223ms         0.28%       6.223ms       1.787us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3483  
                                        aten::unsqueeze         0.27%       6.154ms         0.35%       7.967ms       4.958us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1607  
                                             cudaMalloc         0.27%       6.052ms         0.27%       6.052ms     275.102us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            22  
                                            aten::where         0.26%       5.889ms         2.03%      45.580ms      79.132us       1.676ms         0.12%       2.090ms       3.628us           0 B           0 B      17.82 MB     -43.50 KB           576  
                                aten::repeat_interleave         0.24%       5.413ms         1.65%      37.104ms      48.313us       0.000us         0.00%       4.600ms       5.990us           0 B           0 B       1.81 GB           0 B           768  
                                              aten::all         0.23%       5.175ms         0.62%      13.987ms      35.320us       1.854ms         0.14%       1.931ms       4.876us           0 B           0 B     630.00 KB     630.00 KB           396  
                                    aten::_safe_softmax         0.22%       5.004ms         3.49%      78.560ms     204.582us       0.000us         0.00%       6.706ms      17.464us           0 B           0 B     293.70 MB     -73.30 MB           384  
                                             aten::silu         0.20%       4.597ms         0.64%      14.434ms      37.588us       2.325ms         0.17%       2.359ms       6.144us           0 B           0 B     416.98 MB     416.98 MB           384  
                                            aten::fill_         0.20%       4.579ms         0.95%      21.401ms      29.438us       1.339ms         0.10%       1.370ms       1.885us           0 B           0 B           0 B           0 B           727  
                                Activity Buffer Request         0.20%       4.512ms         0.20%       4.512ms       1.504ms       2.595ms         0.19%       2.595ms     865.094us           0 B           0 B           0 B           0 B             3  
                                  Lazy Function Loading         0.19%       4.218ms         0.19%       4.218ms      41.354us       4.002ms         0.29%       4.002ms      39.237us           0 B           0 B           0 B           0 B           102  
                                         aten::_softmax         0.19%       4.207ms         1.17%      26.227ms      64.758us       3.260ms         0.24%       3.362ms       8.302us      98.75 KB      98.75 KB     303.48 MB     303.48 MB           405  
                                               cudaFree         0.19%       4.185ms         0.19%       4.185ms       4.185ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                         aten::isneginf         0.18%       4.021ms         0.58%      13.153ms      34.252us     930.000us         0.07%     968.621us       2.522us           0 B           0 B      72.50 MB      72.50 MB           384  
                                            aten::clone         0.18%       3.987ms         1.07%      24.028ms      26.462us       0.000us         0.00%       5.405ms       5.952us           0 B           0 B       1.94 GB           0 B           908  
                                    aten::scalar_tensor         0.12%       2.591ms         0.83%      18.674ms      32.420us       0.000us         0.00%       1.027ms       1.784us           0 B           0 B     288.00 KB           0 B           576  
                                       aten::empty_like         0.11%       2.369ms         0.35%       7.854ms       8.546us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       1.94 GB           0 B           919  
                                          aten::flatten         0.09%       2.006ms         0.17%       3.893ms       5.069us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           768  
                                             aten::topk         0.08%       1.891ms         1.62%      36.380ms       3.638ms     763.289us         0.06%       1.687ms     168.723us           0 B           0 B      10.00 KB      10.00 KB            10  
                                          cudaHostAlloc         0.07%       1.528ms         0.07%       1.528ms     763.843us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                           aten::cumsum         0.06%       1.316ms         0.30%       6.661ms     555.096us      83.007us         0.01%     136.989us      11.416us           0 B           0 B       4.90 MB       4.90 MB            12  
                                             aten::tril         0.05%       1.212ms         1.79%      40.290ms     419.690us     412.448us         0.03%     470.817us       4.904us           0 B           0 B       2.25 MB       2.25 MB            96  
                                              aten::any         0.05%       1.201ms         0.59%      13.208ms     574.272us      72.609us         0.01%     106.402us       4.626us           0 B           0 B      11.50 KB      11.50 KB            23  
                                             aten::add_         0.05%       1.142ms         0.08%       1.802ms      18.767us     827.355us         0.06%     835.994us       8.708us           0 B           0 B           0 B           0 B            96  
                                   aten::_reshape_alias         0.05%       1.111ms         0.05%       1.111ms       2.315us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           480  
                                               aten::eq         0.05%       1.098ms         0.50%      11.210ms     350.301us      87.201us         0.01%      99.585us       3.112us           0 B           0 B      16.00 KB      16.00 KB            32  
                                             aten::isin         0.05%       1.083ms         1.35%      30.459ms       2.769ms       0.000us         0.00%     153.800us      13.982us           0 B           0 B       5.50 KB      -5.50 KB            11  
                                          aten::softmax         0.04%     975.922us         1.21%      27.203ms      67.168us       0.000us         0.00%       3.362ms       8.302us      98.75 KB           0 B     303.48 MB           0 B           405  
                                              aten::div         0.04%     941.546us         0.50%      11.279ms     537.105us      69.729us         0.01%      79.201us       3.771us      98.75 KB      98.75 KB       4.89 MB       4.89 MB            21  
                                             aten::sort         0.04%     862.132us         0.84%      18.825ms       1.883ms     618.877us         0.05%       1.078ms     107.780us           0 B           0 B      14.68 MB      14.68 MB            10  
                                     aten::index_select         0.04%     854.757us         0.10%       2.205ms     183.754us      26.176us         0.00%      67.712us       5.643us           0 B           0 B       5.31 MB           0 B            12  
                                               aten::lt         0.03%     716.397us         0.21%       4.751ms     226.234us      60.001us         0.00%      72.225us       3.439us           0 B           0 B       1.23 MB       1.23 MB            21  
                                             aten::ones         0.03%     688.799us         0.11%       2.585ms      26.379us       0.000us         0.00%     245.567us       2.506us           0 B           0 B       2.25 MB           0 B            98  
                                           aten::gather         0.03%     679.508us         0.04%       1.004ms     334.589us      15.808us         0.00%      38.944us      12.981us           0 B           0 B           0 B           0 B             3  
                                      aten::multinomial         0.03%     675.182us         2.48%      55.867ms       5.587ms       0.000us         0.00%       1.500ms     149.990us           0 B           0 B       5.00 KB      -4.94 MB            10  
                              aten::_local_scalar_dense         0.03%     643.154us         9.36%     210.525ms       4.678ms      53.695us         0.00%      53.695us       1.193us           0 B           0 B           0 B           0 B            45  
                                     aten::masked_fill_         0.03%     642.132us         1.54%      34.630ms       1.649ms      52.575us         0.00%      62.847us       2.993us           0 B           0 B           0 B           0 B            21  
                                      aten::result_type         0.03%     620.505us         0.03%     620.505us       0.793us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           782  
                                          aten::resize_         0.02%     556.087us         0.02%     556.087us       4.634us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      14.23 MB      14.23 MB           120  
                                              aten::sub         0.02%     520.386us         0.28%       6.326ms     527.176us      35.045us         0.00%      44.293us       3.691us           0 B           0 B       8.00 KB       8.00 KB            12  
                                            aten::index         0.02%     485.872us         0.68%      15.197ms       1.689ms      30.751us         0.00%      40.447us       4.494us           0 B           0 B       4.50 KB       4.50 KB             9  
                                      aten::masked_fill         0.02%     485.233us         1.59%      35.844ms       1.707ms       0.000us         0.00%     106.238us       5.059us           0 B           0 B       9.79 MB           0 B            21  
                                          aten::scatter         0.02%     479.564us         0.58%      12.950ms       1.295ms      78.849us         0.01%     110.979us      11.098us           0 B           0 B       1.23 MB       1.23 MB            10  
                                        cudaMemsetAsync         0.02%     463.660us         0.02%     463.660us       5.796us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            80  
                                              aten::sum         0.02%     442.523us         0.49%      11.008ms       1.101ms     172.128us         0.01%     221.280us      22.128us           0 B           0 B       5.00 KB       5.00 KB            10  
                                              aten::max         0.02%     383.837us         0.48%      10.795ms     539.755us     228.830us         0.02%     281.371us      14.069us           0 B           0 B      10.00 KB           0 B            20  
                                      aten::bitwise_and         0.02%     380.348us         0.54%      12.126ms     606.306us      68.382us         0.00%      77.534us       3.877us           0 B           0 B      10.00 KB      10.00 KB            20  
                                           Buffer Flush         0.02%     350.534us         0.02%     353.006us     117.669us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       4.36 MB       4.36 MB             3  
                                           aten::select         0.02%     347.404us         0.02%     420.137us       8.753us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                       aten::bitwise_or         0.02%     346.126us         0.02%     500.710us      25.035us      46.656us         0.00%      48.832us       2.442us           0 B           0 B      10.00 KB      10.00 KB            20  
                                              aten::cos         0.01%     334.925us         0.16%       3.504ms     291.999us      71.487us         0.01%      85.791us       7.149us           0 B           0 B     238.00 KB     238.00 KB            12  
                                               aten::ge         0.01%     331.739us         0.02%     507.577us      25.379us      58.366us         0.00%      58.366us       2.918us           0 B           0 B      10.00 KB      10.00 KB            20  
                                LLama attention compute         0.01%     324.425us         0.14%       3.158ms       3.158ms       0.000us         0.00%       0.000us       0.000us      98.76 KB    -493.76 KB           0 B           0 B             1  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.01%     323.552us         9.44%     212.397ms       2.470ms       0.000us         0.00%       6.999ms      81.386us           0 B           0 B           0 B           0 B            86  
                                     aten::exponential_         0.01%     320.462us         0.13%       2.923ms     292.320us      64.575us         0.00%      80.031us       8.003us           0 B           0 B           0 B           0 B            10  
                                        aten::embedding         0.01%     284.682us         0.11%       2.560ms     213.339us       0.000us         0.00%      67.712us       5.643us           0 B           0 B       5.31 MB           0 B            12  
                                              aten::min         0.01%     275.359us         0.46%      10.403ms       1.040ms     175.295us         0.01%     225.311us      22.531us           0 B           0 B       5.00 KB           0 B            10  
                                              aten::sin         0.01%     256.965us         0.15%       3.377ms     281.416us      67.136us         0.00%      81.155us       6.763us           0 B           0 B     238.00 KB     238.00 KB            12  
                                               aten::le         0.01%     211.379us         0.02%     348.061us      34.806us      32.382us         0.00%      35.069us       3.507us           0 B           0 B       1.23 MB       1.23 MB            10  
                                           aten::arange         0.01%     210.531us         0.33%       7.479ms       1.870ms       2.688us         0.00%      13.056us       3.264us           0 B           0 B       6.00 KB           0 B             4  
                                 cudaDeviceGetAttribute         0.01%     207.198us         0.01%     207.198us       3.289us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            63  
                                             aten::triu         0.01%     191.956us         0.01%     191.956us     191.956us       0.000us         0.00%       0.000us       0.000us      98.75 KB      98.75 KB           0 B           0 B             1  
                                      aten::bitwise_not         0.01%     191.912us         0.02%     371.259us      18.563us      45.952us         0.00%      47.968us       2.398us           0 B           0 B      10.00 KB      10.00 KB            20  
                                       aten::contiguous         0.01%     160.019us         0.13%       2.977ms      30.069us       0.000us         0.00%     733.466us       7.409us           0 B           0 B     120.71 MB           0 B            99  
                                  cudaFuncGetAttributes         0.01%     119.702us         0.05%       1.104ms       1.104ms       0.000us         0.00%      14.112us      14.112us           0 B           0 B           0 B           0 B             1  
                                             aten::item         0.01%     116.106us         9.36%     210.641ms       4.681ms       0.000us         0.00%      53.695us       1.193us           0 B           0 B           0 B           0 B            45  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.250s
Self CUDA time total: 1.369s
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                    Command Buffer Full        23.69%     509.848ms        23.69%     509.848ms       1.661ms     187.573ms        10.65%     187.573ms     610.988us           0 B           0 B           0 B           0 B           307  
                                  cudaStreamSynchronize        23.59%     507.586ms        23.59%     507.586ms      12.380ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            41  
                                        cudaMemcpyAsync        13.15%     282.932ms        13.15%     282.932ms       2.300ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           123  
                                LLama output generation         7.64%     164.467ms        52.34%        1.126s        1.126s       0.000us         0.00%     751.525ms     751.525ms           0 B         -32 B      35.38 MB      -3.36 GB             1  
                                       cudaLaunchKernel         6.68%     143.633ms        30.45%     655.213ms      28.150us       0.000us         0.00%     187.609ms       8.060us           0 B           0 B           0 B           0 B         23276  
                                               aten::mm         2.85%      61.369ms        12.89%     277.405ms     102.591us        1.640s        93.17%        1.825s     674.969us     315.06 KB     315.06 KB       2.32 GB       2.32 GB          2704  
                                              aten::mul         2.37%      51.001ms         6.73%     144.799ms      33.706us      23.575ms         1.34%      24.085ms       5.606us          80 B          80 B       4.59 GB       4.59 GB          4296  
                                         QKV extraction         1.49%      32.035ms        34.18%     735.472ms     735.472ms       0.000us         0.00%        1.197s        1.197s           0 B           0 B      12.20 MB      -6.27 GB             1  
                                            aten::copy_         1.40%      30.047ms        22.16%     476.811ms     104.472us      24.583ms         1.40%      25.283ms       5.540us           0 B           0 B           0 B           0 B          4564  
                                              aten::add         1.21%      26.091ms         1.99%      42.898ms      18.247us       6.448ms         0.37%       6.483ms       2.758us     315.06 KB     315.06 KB     697.09 MB     697.09 MB          2351  
                                           aten::matmul         1.20%      25.859ms        16.81%     361.630ms     103.797us       0.000us         0.00%        1.845s     529.692us     315.06 KB           0 B       3.69 GB           0 B          3484  
                                              aten::bmm         1.14%      24.627ms         1.40%      30.026ms      38.494us      20.330ms         1.15%      20.330ms      26.064us           0 B           0 B       1.36 GB       1.36 GB           780  
                                         aten::_to_copy         0.92%      19.780ms        23.40%     503.430ms     139.261us       0.000us         0.00%      16.560ms       4.581us     284.00 KB           0 B       3.53 GB           0 B          3615  
                                    aten::empty_strided         0.90%      19.363ms         0.90%      19.363ms       5.340us       0.000us         0.00%       0.000us       0.000us     284.00 KB     284.00 KB       3.54 GB       3.54 GB          3626  
                                              aten::cat         0.78%      16.731ms         1.31%      28.187ms      19.574us       6.628ms         0.38%       6.630ms       4.604us           0 B           0 B     616.28 MB     616.28 MB          1440  
                                        aten::transpose         0.72%      15.473ms         0.99%      21.389ms       4.612us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4638  
                                             aten::view         0.63%      13.566ms         0.63%      13.566ms       2.207us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          6147  
                                       aten::as_strided         0.55%      11.806ms         0.55%      11.806ms       1.142us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         10334  
               aten::_scaled_dot_product_attention_math         0.54%      11.692ms        17.69%     380.717ms     991.450us       0.000us         0.00%      61.948ms     161.322us           0 B         -80 B     693.44 MB      -9.24 GB           384  
                                             aten::mean         0.53%      11.401ms         0.80%      17.312ms      22.137us       5.385ms         0.31%       5.415ms       6.925us           0 B           0 B     588.00 KB     588.00 KB           782  
                                              aten::pow         0.53%      11.391ms         0.82%      17.676ms      22.604us       2.660ms         0.15%       2.677ms       3.423us           0 B           0 B     875.20 MB     875.20 MB           782  
                                              aten::neg         0.40%       8.606ms         1.26%      27.008ms      35.167us       2.693ms         0.15%       2.866ms       3.732us           0 B           0 B     194.05 MB     194.05 MB           768  
                                            aten::empty         0.40%       8.517ms         0.40%       8.517ms       4.651us       0.000us         0.00%       0.000us       0.000us     319.38 KB     319.38 KB       3.52 GB       3.52 GB          1831  
                                          aten::reshape         0.39%       8.359ms         0.86%      18.420ms       3.946us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4668  
                                                aten::t         0.37%       7.932ms         0.89%      19.089ms       7.062us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2703  
                                           aten::expand         0.35%       7.434ms         0.44%       9.540ms       4.072us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2343  
                                           aten::linear         0.33%       7.067ms        15.54%     334.481ms     123.744us       0.000us         0.00%        1.825s     675.219us           0 B           0 B       2.32 GB           0 B          2703  
                                            aten::slice         0.32%       6.972ms         0.41%       8.824ms       5.560us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1587  
                                            aten::rsqrt         0.30%       6.518ms         0.53%      11.302ms      14.453us       1.787ms         0.10%       1.789ms       2.287us           0 B           0 B     588.00 KB     586.50 KB           782  
                                             cudaMalloc         0.29%       6.332ms         0.29%       6.332ms     204.242us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            31  
                                               aten::to         0.28%       6.097ms        23.68%     509.527ms     111.348us       0.000us         0.00%      16.560ms       3.619us     284.00 KB           0 B       3.53 GB           0 B          4576  
                                     aten::_unsafe_view         0.27%       5.766ms         0.27%       5.766ms       1.656us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3483  
                                        aten::unsqueeze         0.27%       5.759ms         0.35%       7.512ms       4.675us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1607  
                                            aten::where         0.24%       5.264ms         0.60%      12.806ms      22.233us       3.537ms         0.20%       3.941ms       6.841us           0 B           0 B      57.78 MB     -45.50 KB           576  
                                Activity Buffer Request         0.24%       5.164ms         0.24%       5.164ms       1.721ms      18.624us         0.00%      18.624us       6.208us           0 B           0 B           0 B           0 B             3  
                                              aten::all         0.24%       5.081ms         0.74%      16.014ms      40.439us       2.433ms         0.14%       2.583ms       6.523us           0 B           0 B    1014.00 KB    1014.00 KB           396  
                                aten::repeat_interleave         0.22%       4.635ms         1.55%      33.281ms      43.335us       0.000us         0.00%       7.590ms       9.883us           0 B           0 B       3.30 GB           0 B           768  
                                    aten::_safe_softmax         0.20%       4.319ms         3.03%      65.234ms     169.879us       0.000us         0.00%      13.873ms      36.126us           0 B           0 B     942.20 MB    -236.22 MB           384  
                                             aten::silu         0.20%       4.287ms         0.32%       6.819ms      17.758us       3.379ms         0.19%       3.379ms       8.800us           0 B           0 B     744.84 MB     744.84 MB           384  
                                           tokenization         0.18%       3.859ms         0.31%       6.591ms       6.591ms       0.000us         0.00%       0.000us       0.000us           0 B      -4.28 KB       5.00 KB           0 B             1  
                                            aten::fill_         0.18%       3.850ms         0.94%      20.282ms      27.898us       1.360ms         0.08%       1.419ms       1.952us           0 B           0 B           0 B           0 B           727  
                                         aten::_softmax         0.17%       3.749ms         0.33%       7.148ms      17.650us       6.141ms         0.35%       6.173ms      15.242us     315.06 KB     315.06 KB     951.98 MB     951.98 MB           405  
                                         aten::isneginf         0.17%       3.658ms         0.76%      16.360ms      42.604us       2.471ms         0.14%       2.732ms       7.115us           0 B           0 B     235.05 MB     235.05 MB           384  
                                            aten::clone         0.15%       3.199ms         1.01%      21.682ms      23.879us       0.000us         0.00%       8.659ms       9.536us           0 B           0 B       3.52 GB           0 B           908  
                     aten::scaled_dot_product_attention         0.15%       3.172ms        17.84%     383.889ms     999.711us       0.000us         0.00%      61.948ms     161.322us           0 B           0 B     218.78 MB    -474.66 MB           384  
                                               cudaFree         0.14%       3.097ms         0.14%       3.097ms     172.071us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18  
                                    aten::scalar_tensor         0.10%       2.246ms         0.89%      19.219ms      33.366us       0.000us         0.00%       1.011ms       1.756us           0 B           0 B     288.00 KB           0 B           576  
                                       aten::empty_like         0.10%       2.188ms         0.32%       6.840ms       7.442us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       3.52 GB           0 B           919  
                                          aten::flatten         0.08%       1.731ms         0.16%       3.449ms       4.491us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           768  
                                   aten::_reshape_alias         0.05%     987.825us         0.05%     987.825us       2.058us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           480  
                                             aten::add_         0.04%     941.877us         0.07%       1.518ms      15.815us       2.805ms         0.16%       2.805ms      29.222us           0 B           0 B           0 B           0 B            96  
                                             aten::tril         0.04%     900.462us         2.28%      49.075ms     511.197us     462.968us         0.03%     523.033us       5.448us           0 B           0 B       7.23 MB       7.23 MB            96  
                                          aten::softmax         0.04%     871.767us         0.37%       8.020ms      19.803us       0.000us         0.00%       6.173ms      15.242us     315.06 KB           0 B     951.98 MB           0 B           405  
                                             aten::topk         0.04%     786.201us         0.70%      15.021ms       1.502ms     774.910us         0.04%       1.639ms     163.907us           0 B           0 B      10.00 KB      10.00 KB            10  
                                      aten::result_type         0.03%     638.756us         0.03%     638.756us       0.817us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           782  
                                          aten::resize_         0.02%     496.965us         0.02%     496.965us       4.141us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      35.55 MB      35.55 MB           120  
                                             aten::sort         0.02%     495.603us         0.09%       1.926ms     192.623us     632.531us         0.04%     652.524us      65.252us           0 B           0 B      14.68 MB      14.68 MB            10  
                                           Buffer Flush         0.02%     492.466us         0.02%     502.003us     251.002us       2.270us         0.00%       2.270us       1.135us           0 B           0 B       3.50 KB       3.50 KB             2  
                                      aten::multinomial         0.02%     485.573us         0.17%       3.575ms     357.456us       0.000us         0.00%       1.234ms     123.442us           0 B           0 B       5.00 KB      -4.94 MB            10  
                                               aten::eq         0.02%     456.132us         0.19%       4.173ms     130.419us      91.398us         0.01%      93.894us       2.934us           0 B           0 B      16.00 KB      16.00 KB            32  
                                        cudaMemsetAsync         0.02%     454.157us         0.02%     454.157us       5.677us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            80  
                                             aten::ones         0.02%     440.108us         0.10%       2.238ms      22.840us       0.000us         0.00%     316.911us       3.234us           0 B           0 B       7.24 MB           0 B            98  
                                              aten::div         0.02%     336.355us         0.02%     520.693us      24.795us      72.649us         0.00%      72.649us       3.459us     315.06 KB     315.06 KB       4.89 MB       4.89 MB            21  
